id	participant.id	sample.id	repository_of_synonym_id	synonym_id	updated	type	study
phs002504::3854806	phs002504::J404		dbGaP	3854806		synonym	phs002504
phs002504::3854807	phs002504::J405		dbGaP	3854807		synonym	phs002504
phs002504::3854808	phs002504::J413		dbGaP	3854808		synonym	phs002504
phs002504::3854809	phs002504::J420		dbGaP	3854809		synonym	phs002504
phs002504::3854810	phs002504::J426		dbGaP	3854810		synonym	phs002504
phs002504::3854811	phs002504::J430		dbGaP	3854811		synonym	phs002504
phs002504::3854812	phs002504::UPN0424		dbGaP	3854812		synonym	phs002504
phs002504::3854813	phs002504::UPN0425		dbGaP	3854813		synonym	phs002504
phs002504::3854814	phs002504::UPN0585		dbGaP	3854814		synonym	phs002504
phs002504::3854815	phs002504::UPN0647		dbGaP	3854815		synonym	phs002504
phs002504::3854816	phs002504::UPN0830		dbGaP	3854816		synonym	phs002504
phs002504::3854817	phs002504::UPN0868		dbGaP	3854817		synonym	phs002504
phs002504::3854818	phs002504::UPN0906		dbGaP	3854818		synonym	phs002504
phs002504::3854819	phs002504::UPN0969		dbGaP	3854819		synonym	phs002504
phs002504::3854820	phs002504::UPN1043		dbGaP	3854820		synonym	phs002504
phs002504::3854821	phs002504::UPN1070		dbGaP	3854821		synonym	phs002504
phs002504::3854822	phs002504::UPN1142		dbGaP	3854822		synonym	phs002504
phs002504::3854823	phs002504::UPN1188		dbGaP	3854823		synonym	phs002504
phs002504::3854824	phs002504::UPN1199		dbGaP	3854824		synonym	phs002504
phs002504::3854825	phs002504::UPN1203		dbGaP	3854825		synonym	phs002504
phs002504::3854826	phs002504::UPN1257		dbGaP	3854826		synonym	phs002504
phs002504::3854827	phs002504::UPN1348		dbGaP	3854827		synonym	phs002504
phs002504::3854828	phs002504::UPN1358		dbGaP	3854828		synonym	phs002504
phs002504::3854829	phs002504::UPN1431		dbGaP	3854829		synonym	phs002504
phs002504::3854830	phs002504::UPN1447		dbGaP	3854830		synonym	phs002504
phs002504::3854831	phs002504::UPN1484		dbGaP	3854831		synonym	phs002504
phs002504::3854832	phs002504::UPN1550		dbGaP	3854832		synonym	phs002504
phs002504::3854833	phs002504::UPN1597		dbGaP	3854833		synonym	phs002504
phs002504::3854834	phs002504::UPN1603		dbGaP	3854834		synonym	phs002504
phs002504::3854835	phs002504::UPN1669		dbGaP	3854835		synonym	phs002504
phs002504::3854836	phs002504::UPN1740		dbGaP	3854836		synonym	phs002504
phs002504::3854837	phs002504::UPN1744		dbGaP	3854837		synonym	phs002504
phs002504::3854838	phs002504::UPN1778		dbGaP	3854838		synonym	phs002504
phs002504::3854839	phs002504::UPN1785		dbGaP	3854839		synonym	phs002504
phs002504::3854840	phs002504::UPN1804		dbGaP	3854840		synonym	phs002504
phs002504::3854841	phs002504::UPN1826		dbGaP	3854841		synonym	phs002504
phs002504::3854842	phs002504::UPN1829		dbGaP	3854842		synonym	phs002504
phs002504::3854843	phs002504::UPN1886		dbGaP	3854843		synonym	phs002504
phs002504::3854844	phs002504::UPN1897		dbGaP	3854844		synonym	phs002504
phs002504::3854845	phs002504::UPN1900		dbGaP	3854845		synonym	phs002504
phs002504::3854846	phs002504::UPN1941		dbGaP	3854846		synonym	phs002504
phs002504::3854847	phs002504::UPN1948		dbGaP	3854847		synonym	phs002504
phs002504::3854848	phs002504::UPN1965		dbGaP	3854848		synonym	phs002504
phs002504::3854849	phs002504::UPN2010		dbGaP	3854849		synonym	phs002504
phs002504::3854850	phs002504::UPN2025		dbGaP	3854850		synonym	phs002504
phs002504::3854851	phs002504::UPN2026		dbGaP	3854851		synonym	phs002504
phs002504::3854852	phs002504::UPN2057		dbGaP	3854852		synonym	phs002504
phs002504::3854853	phs002504::UPN2099		dbGaP	3854853		synonym	phs002504
phs002504::3854854	phs002504::UPN2178		dbGaP	3854854		synonym	phs002504
phs002504::3854855	phs002504::UPN2208		dbGaP	3854855		synonym	phs002504
phs002504::3854856	phs002504::UPN2309		dbGaP	3854856		synonym	phs002504
phs002504::3854857	phs002504::UPN2357		dbGaP	3854857		synonym	phs002504
phs002504::3854858	phs002504::UPN2433		dbGaP	3854858		synonym	phs002504
phs002504::3854859	phs002504::UPN2497		dbGaP	3854859		synonym	phs002504
phs002504::3854860	phs002504::UPN2515		dbGaP	3854860		synonym	phs002504
phs002504::3854861	phs002504::UPN2566		dbGaP	3854861		synonym	phs002504
phs002504::3854862	phs002504::UPN2570		dbGaP	3854862		synonym	phs002504
phs002504::3854863	phs002504::UPN2577		dbGaP	3854863		synonym	phs002504
phs002504::3854864	phs002504::UPN2609		dbGaP	3854864		synonym	phs002504
phs002504::3854865	phs002504::UPN2613		dbGaP	3854865		synonym	phs002504
phs002504::3854866	phs002504::UPN2682		dbGaP	3854866		synonym	phs002504
phs002504::3854867	phs002504::UPN2751		dbGaP	3854867		synonym	phs002504
phs002504::3854868	phs002504::UPN2760		dbGaP	3854868		synonym	phs002504
phs002504::3854869	phs002504::UPN2786		dbGaP	3854869		synonym	phs002504
phs002504::3854870	phs002504::UPN2811		dbGaP	3854870		synonym	phs002504
phs002504::3854871	phs002504::UPN2818		dbGaP	3854871		synonym	phs002504
phs002504::3854872	phs002504::UPN2823		dbGaP	3854872		synonym	phs002504
phs002504::3854873	phs002504::UPN2857		dbGaP	3854873		synonym	phs002504
phs002504::3854874	phs002504::UPN2860		dbGaP	3854874		synonym	phs002504
phs002504::3854875	phs002504::UPN2861		dbGaP	3854875		synonym	phs002504
phs002504::3854876	phs002504::UPN2892		dbGaP	3854876		synonym	phs002504
phs002504::3854877	phs002504::UPN2903		dbGaP	3854877		synonym	phs002504
phs002504::3854878	phs002504::UPN2917		dbGaP	3854878		synonym	phs002504
phs002504::3854879	phs002504::UPN2921		dbGaP	3854879		synonym	phs002504
phs002504::3854880	phs002504::UPN2923		dbGaP	3854880		synonym	phs002504
phs002504::3854881	phs002504::UPN2937		dbGaP	3854881		synonym	phs002504
phs002504::3854882	phs002504::UPN2949		dbGaP	3854882		synonym	phs002504
phs002504::3854883	phs002504::UPN2951		dbGaP	3854883		synonym	phs002504
phs002504::3854884	phs002504::UPN2955		dbGaP	3854884		synonym	phs002504
phs002504::3854885	phs002504::UPN2960		dbGaP	3854885		synonym	phs002504
phs002504::3854886	phs002504::UPN2964		dbGaP	3854886		synonym	phs002504
phs002504::3854887	phs002504::UPN2965		dbGaP	3854887		synonym	phs002504
phs002504::3854888	phs002504::UPN2977		dbGaP	3854888		synonym	phs002504
phs002504::3854889	phs002504::UPN2980		dbGaP	3854889		synonym	phs002504
phs002504::3854890	phs002504::UPN2983		dbGaP	3854890		synonym	phs002504
phs002504::3854891	phs002504::UPN2985		dbGaP	3854891		synonym	phs002504
phs002504::3854892	phs002504::UPN3003		dbGaP	3854892		synonym	phs002504
phs002504::3854893	phs002504::UPN3020		dbGaP	3854893		synonym	phs002504
phs002504::3854894	phs002504::UPN3029		dbGaP	3854894		synonym	phs002504
phs002504::3854895	phs002504::UPN3041		dbGaP	3854895		synonym	phs002504
phs002504::3854896	phs002504::UPN3054		dbGaP	3854896		synonym	phs002504
phs002504::3854897	phs002504::UPN3062		dbGaP	3854897		synonym	phs002504
phs002504::3854898	phs002504::UPN3063		dbGaP	3854898		synonym	phs002504
phs002504::3854899	phs002504::UPN3064		dbGaP	3854899		synonym	phs002504
phs002504::3854900	phs002504::UPN3065		dbGaP	3854900		synonym	phs002504
phs002504::3854901	phs002504::UPN3066		dbGaP	3854901		synonym	phs002504
phs002504::3854902	phs002504::UPN3067		dbGaP	3854902		synonym	phs002504
phs002504::3854903	phs002504::UPN3068		dbGaP	3854903		synonym	phs002504
phs002504::3854904	phs002504::UPN3069		dbGaP	3854904		synonym	phs002504
phs002504::3854905	phs002504::UPN3070		dbGaP	3854905		synonym	phs002504
phs002504::3854906	phs002504::UPN3071		dbGaP	3854906		synonym	phs002504
phs002504::3854907	phs002504::UPN3072		dbGaP	3854907		synonym	phs002504
phs002504::3854908	phs002504::UPN3074		dbGaP	3854908		synonym	phs002504
phs002504::3854909	phs002504::UPN3080		dbGaP	3854909		synonym	phs002504
phs002504::3854910	phs002504::UPN3082		dbGaP	3854910		synonym	phs002504
phs002504::3854911	phs002504::UPN3084		dbGaP	3854911		synonym	phs002504
phs002504::3854912	phs002504::UPN3097		dbGaP	3854912		synonym	phs002504
phs002504::3854913	phs002504::UPN3102		dbGaP	3854913		synonym	phs002504
phs002504::3854914	phs002504::UPN3103		dbGaP	3854914		synonym	phs002504
phs002504::3854915	phs002504::UPN3110		dbGaP	3854915		synonym	phs002504
phs002504::3854916	phs002504::UPN3131		dbGaP	3854916		synonym	phs002504
phs002504::3854917	phs002504::UPN3153		dbGaP	3854917		synonym	phs002504
phs002504::3854918	phs002504::UPN3160		dbGaP	3854918		synonym	phs002504
phs002504::3854919	phs002504::UPN3164		dbGaP	3854919		synonym	phs002504
phs002504::3854920	phs002504::UPN3168		dbGaP	3854920		synonym	phs002504
phs002504::3854921	phs002504::UPN3170		dbGaP	3854921		synonym	phs002504
phs002504::3854922	phs002504::UPN3186		dbGaP	3854922		synonym	phs002504
phs002504::3854923	phs002504::UPN3192		dbGaP	3854923		synonym	phs002504
phs002504::3854924	phs002504::UPN3203		dbGaP	3854924		synonym	phs002504
phs002504::3854925	phs002504::UPN3240		dbGaP	3854925		synonym	phs002504
phs002504::SAMN25345767		phs002504::HM5628	BioSample	SAMN25345767		synonym	phs002504
phs002504::SAMN25345768		phs002504::HM4765	BioSample	SAMN25345768		synonym	phs002504
phs002504::SAMN25345769		phs002504::HM4953	BioSample	SAMN25345769		synonym	phs002504
phs002504::SAMN25345770		phs002504::6LU7876	BioSample	SAMN25345770		synonym	phs002504
phs002504::SAMN25345771		phs002504::HM5691	BioSample	SAMN25345771		synonym	phs002504
phs002504::SAMN25345772		phs002504::SJJMML300D	BioSample	SAMN25345772		synonym	phs002504
phs002504::SAMN25345773		phs002504::HM4208	BioSample	SAMN25345773		synonym	phs002504
phs002504::SAMN25345774		phs002504::HM4977	BioSample	SAMN25345774		synonym	phs002504
phs002504::SAMN25345775		phs002504::SJJMML1254D	BioSample	SAMN25345775		synonym	phs002504
phs002504::SAMN25345776		phs002504::HM4987	BioSample	SAMN25345776		synonym	phs002504
phs002504::SAMN25345777		phs002504::SJJMML2630R	BioSample	SAMN25345777		synonym	phs002504
phs002504::SAMN25345778		phs002504::6LUB889	BioSample	SAMN25345778		synonym	phs002504
phs002504::SAMN25345779		phs002504::HM2071	BioSample	SAMN25345779		synonym	phs002504
phs002504::SAMN25345780		phs002504::SJJMML1941D	BioSample	SAMN25345780		synonym	phs002504
phs002504::SAMN25345781		phs002504::SJJMML1043D	BioSample	SAMN25345781		synonym	phs002504
phs002504::SAMN25345782		phs002504::SJJMML279D	BioSample	SAMN25345782		synonym	phs002504
phs002504::SAMN25345783		phs002504::SJJMML270D	BioSample	SAMN25345783		synonym	phs002504
phs002504::SAMN25345784		phs002504::6LU3881	BioSample	SAMN25345784		synonym	phs002504
phs002504::SAMN25345785		phs002504::HM0806	BioSample	SAMN25345785		synonym	phs002504
phs002504::SAMN25345786		phs002504::9482801069_R03C02	BioSample	SAMN25345786		synonym	phs002504
phs002504::SAMN25345787		phs002504::6LU6875	BioSample	SAMN25345787		synonym	phs002504
phs002504::SAMN25345788		phs002504::9761749087_R02C02	BioSample	SAMN25345788		synonym	phs002504
phs002504::SAMN25345789		phs002504::SJJMML0585D	BioSample	SAMN25345789		synonym	phs002504
phs002504::SAMN25345790		phs002504::HM2351	BioSample	SAMN25345790		synonym	phs002504
phs002504::SAMN25345791		phs002504::HM2794	BioSample	SAMN25345791		synonym	phs002504
phs002504::SAMN25345792		phs002504::SJJMML276R	BioSample	SAMN25345792		synonym	phs002504
phs002504::SAMN25345793		phs002504::6LUX911	BioSample	SAMN25345793		synonym	phs002504
phs002504::SAMN25345794		phs002504::SJJMML402D	BioSample	SAMN25345794		synonym	phs002504
phs002504::SAMN25345795		phs002504::HM1871	BioSample	SAMN25345795		synonym	phs002504
phs002504::SAMN25345796		phs002504::HM2919	BioSample	SAMN25345796		synonym	phs002504
phs002504::SAMN25345797		phs002504::HM5580	BioSample	SAMN25345797		synonym	phs002504
phs002504::SAMN25345798		phs002504::SJJMML2528D	BioSample	SAMN25345798		synonym	phs002504
phs002504::SAMN25345799		phs002504::HM4858	BioSample	SAMN25345799		synonym	phs002504
phs002504::SAMN25345800		phs002504::HM3543	BioSample	SAMN25345800		synonym	phs002504
phs002504::SAMN25345801		phs002504::HM5420	BioSample	SAMN25345801		synonym	phs002504
phs002504::SAMN25345802		phs002504::SJJMML1778D	BioSample	SAMN25345802		synonym	phs002504
phs002504::SAMN25345803		phs002504::HM5052_T	BioSample	SAMN25345803		synonym	phs002504
phs002504::SAMN25345804		phs002504::9482801024_R01C02	BioSample	SAMN25345804		synonym	phs002504
phs002504::SAMN25345805		phs002504::9761749080_R06C01	BioSample	SAMN25345805		synonym	phs002504
phs002504::SAMN25345806		phs002504::SJJMML350D	BioSample	SAMN25345806		synonym	phs002504
phs002504::SAMN25345807		phs002504::SJJMML283D	BioSample	SAMN25345807		synonym	phs002504
phs002504::SAMN25345808		phs002504::HM5311	BioSample	SAMN25345808		synonym	phs002504
phs002504::SAMN25345809		phs002504::HM1158	BioSample	SAMN25345809		synonym	phs002504
phs002504::SAMN25345810		phs002504::SJJMML2178D	BioSample	SAMN25345810		synonym	phs002504
phs002504::SAMN25345811		phs002504::HM5469	BioSample	SAMN25345811		synonym	phs002504
phs002504::SAMN25345812		phs002504::SJJMML1484D	BioSample	SAMN25345812		synonym	phs002504
phs002504::SAMN25345813		phs002504::HM3068	BioSample	SAMN25345813		synonym	phs002504
phs002504::SAMN25345814		phs002504::HM3865	BioSample	SAMN25345814		synonym	phs002504
phs002504::SAMN25345815		phs002504::6LU5883	BioSample	SAMN25345815		synonym	phs002504
phs002504::SAMN25345816		phs002504::HM4601	BioSample	SAMN25345816		synonym	phs002504
phs002504::SAMN25345817		phs002504::HM4959	BioSample	SAMN25345817		synonym	phs002504
phs002504::SAMN25345818		phs002504::SJJMML1420R	BioSample	SAMN25345818		synonym	phs002504
phs002504::SAMN25345819		phs002504::SJJMML250D	BioSample	SAMN25345819		synonym	phs002504
phs002504::SAMN25345820		phs002504::9482801069_R04C02	BioSample	SAMN25345820		synonym	phs002504
phs002504::SAMN25345821		phs002504::SJJMML325D	BioSample	SAMN25345821		synonym	phs002504
phs002504::SAMN25345822		phs002504::HM1661rna	BioSample	SAMN25345822		synonym	phs002504
phs002504::SAMN25345823		phs002504::6LUW910	BioSample	SAMN25345823		synonym	phs002504
phs002504::SAMN25345824		phs002504::9482801024_R04C02	BioSample	SAMN25345824		synonym	phs002504
phs002504::SAMN25345825		phs002504::HM2919rna	BioSample	SAMN25345825		synonym	phs002504
phs002504::SAMN25345826		phs002504::HM5617	BioSample	SAMN25345826		synonym	phs002504
phs002504::SAMN25345827		phs002504::HM5567	BioSample	SAMN25345827		synonym	phs002504
phs002504::SAMN25345828		phs002504::HM5530	BioSample	SAMN25345828		synonym	phs002504
phs002504::SAMN25345829		phs002504::SJJMML271D	BioSample	SAMN25345829		synonym	phs002504
phs002504::SAMN25345830		phs002504::9761749087_R03C01	BioSample	SAMN25345830		synonym	phs002504
phs002504::SAMN25345831		phs002504::HM5196	BioSample	SAMN25345831		synonym	phs002504
phs002504::SAMN25345832		phs002504::SJJMML275D	BioSample	SAMN25345832		synonym	phs002504
phs002504::SAMN25345833		phs002504::SJJMML335D	BioSample	SAMN25345833		synonym	phs002504
phs002504::SAMN25345834		phs002504::9761749080_R05C01	BioSample	SAMN25345834		synonym	phs002504
phs002504::SAMN25345835		phs002504::6LU8886	BioSample	SAMN25345835		synonym	phs002504
phs002504::SAMN25345836		phs002504::6LUY912	BioSample	SAMN25345836		synonym	phs002504
phs002504::SAMN25345837		phs002504::HM3679	BioSample	SAMN25345837		synonym	phs002504
phs002504::SAMN25345838		phs002504::SJJMML1711R	BioSample	SAMN25345838		synonym	phs002504
phs002504::SAMN25345839		phs002504::9761749076_R05C01	BioSample	SAMN25345839		synonym	phs002504
phs002504::SAMN25345840		phs002504::HM1567	BioSample	SAMN25345840		synonym	phs002504
phs002504::SAMN25345841		phs002504::SJJMML2497D	BioSample	SAMN25345841		synonym	phs002504
phs002504::SAMN25345842		phs002504::HM4859	BioSample	SAMN25345842		synonym	phs002504
phs002504::SAMN25345843		phs002504::SJJMML384D	BioSample	SAMN25345843		synonym	phs002504
phs002504::SAMN25345844		phs002504::HM3875	BioSample	SAMN25345844		synonym	phs002504
phs002504::SAMN25345845		phs002504::J374	BioSample	SAMN25345845		synonym	phs002504
phs002504::SAMN25345846		phs002504::9482801024_R04C01	BioSample	SAMN25345846		synonym	phs002504
phs002504::SAMN25345847		phs002504::HM4907	BioSample	SAMN25345847		synonym	phs002504
phs002504::SAMN25345848		phs002504::SJJMML1597D	BioSample	SAMN25345848		synonym	phs002504
phs002504::SAMN25345849		phs002504::HM5442	BioSample	SAMN25345849		synonym	phs002504
phs002504::SAMN25345850		phs002504::9761749087_R06C01	BioSample	SAMN25345850		synonym	phs002504
phs002504::SAMN25345851		phs002504::SJJMML281D	BioSample	SAMN25345851		synonym	phs002504
phs002504::SAMN25345852		phs002504::HM2926	BioSample	SAMN25345852		synonym	phs002504
phs002504::SAMN25345853		phs002504::9482801069_R06C01	BioSample	SAMN25345853		synonym	phs002504
phs002504::SAMN25345854		phs002504::6LU3908	BioSample	SAMN25345854		synonym	phs002504
phs002504::SAMN25345855		phs002504::SJJMML1970D	BioSample	SAMN25345855		synonym	phs002504
phs002504::SAMN25345856		phs002504::SJJMML313D	BioSample	SAMN25345856		synonym	phs002504
phs002504::SAMN25345857		phs002504::J302	BioSample	SAMN25345857		synonym	phs002504
phs002504::SAMN25345858		phs002504::HM4158	BioSample	SAMN25345858		synonym	phs002504
phs002504::SAMN25345859		phs002504::9482801069_R02C01	BioSample	SAMN25345859		synonym	phs002504
phs002504::SAMN25345860		phs002504::9761749087_R01C01	BioSample	SAMN25345860		synonym	phs002504
phs002504::SAMN25345861		phs002504::SJJMML2099D	BioSample	SAMN25345861		synonym	phs002504
phs002504::SAMN25345862		phs002504::HM4628	BioSample	SAMN25345862		synonym	phs002504
phs002504::SAMN25345863		phs002504::HM4245	BioSample	SAMN25345863		synonym	phs002504
phs002504::SAMN25345864		phs002504::HM2419	BioSample	SAMN25345864		synonym	phs002504
phs002504::SAMN25345865		phs002504::9482801024_R05C01	BioSample	SAMN25345865		synonym	phs002504
phs002504::SAMN25345866		phs002504::HM4712	BioSample	SAMN25345866		synonym	phs002504
phs002504::SAMN25345867		phs002504::6LU4909	BioSample	SAMN25345867		synonym	phs002504
phs002504::SAMN25345868		phs002504::6LUW901	BioSample	SAMN25345868		synonym	phs002504
phs002504::SAMN25345869		phs002504::HM5473	BioSample	SAMN25345869		synonym	phs002504
phs002504::SAMN25345870		phs002504::SJJMML259D	BioSample	SAMN25345870		synonym	phs002504
phs002504::SAMN25345871		phs002504::SJJMML277D	BioSample	SAMN25345871		synonym	phs002504
phs002504::SAMN25345872		phs002504::SJJMML2613R	BioSample	SAMN25345872		synonym	phs002504
phs002504::SAMN25345873		phs002504::9761749087_R04C01	BioSample	SAMN25345873		synonym	phs002504
phs002504::SAMN25345874		phs002504::HM5385	BioSample	SAMN25345874		synonym	phs002504
phs002504::SAMN25345875		phs002504::HM1661	BioSample	SAMN25345875		synonym	phs002504
phs002504::SAMN25345876		phs002504::HM3824	BioSample	SAMN25345876		synonym	phs002504
phs002504::SAMN25345877		phs002504::SJJMML339D	BioSample	SAMN25345877		synonym	phs002504
phs002504::SAMN25345878		phs002504::HM5615	BioSample	SAMN25345878		synonym	phs002504
phs002504::SAMN25345879		phs002504::HM4155	BioSample	SAMN25345879		synonym	phs002504
phs002504::SAMN25345880		phs002504::HM2230	BioSample	SAMN25345880		synonym	phs002504
phs002504::SAMN25345881		phs002504::9482801024_R03C02	BioSample	SAMN25345881		synonym	phs002504
phs002504::SAMN25345882		phs002504::HM2414rna	BioSample	SAMN25345882		synonym	phs002504
phs002504::SAMN25345883		phs002504::9482801069_R03C01	BioSample	SAMN25345883		synonym	phs002504
phs002504::SAMN25345884		phs002504::SJJMML320D	BioSample	SAMN25345884		synonym	phs002504
phs002504::SAMN25345885		phs002504::SJJMML2613D	BioSample	SAMN25345885		synonym	phs002504
phs002504::SAMN25345886		phs002504::9761749080_R04C01	BioSample	SAMN25345886		synonym	phs002504
phs002504::SAMN25345887		phs002504::9482801069_R04C01	BioSample	SAMN25345887		synonym	phs002504
phs002504::SAMN25345888		phs002504::SJJMML313R	BioSample	SAMN25345888		synonym	phs002504
phs002504::SAMN25345889		phs002504::HM5694	BioSample	SAMN25345889		synonym	phs002504
phs002504::SAMN25345890		phs002504::SJJMML1447R2	BioSample	SAMN25345890		synonym	phs002504
phs002504::SAMN25345891		phs002504::HM4037	BioSample	SAMN25345891		synonym	phs002504
phs002504::SAMN25345892		phs002504::6LU4882	BioSample	SAMN25345892		synonym	phs002504
phs002504::SAMN25345893		phs002504::HM4803	BioSample	SAMN25345893		synonym	phs002504
phs002504::SAMN25345894		phs002504::HM5370	BioSample	SAMN25345894		synonym	phs002504
phs002504::SAMN25345895		phs002504::HM5416	BioSample	SAMN25345895		synonym	phs002504
phs002504::SAMN25345896		phs002504::9761749076_R02C01	BioSample	SAMN25345896		synonym	phs002504
phs002504::SAMN25345897		phs002504::SJJMML221D	BioSample	SAMN25345897		synonym	phs002504
phs002504::SAMN25345898		phs002504::HM5238	BioSample	SAMN25345898		synonym	phs002504
phs002504::SAMN25345899		phs002504::SJJMML286D	BioSample	SAMN25345899		synonym	phs002504
phs002504::SAMN25345900		phs002504::9761749076_R01C01	BioSample	SAMN25345900		synonym	phs002504
phs002504::SAMN25345901		phs002504::9761749087_R02C01	BioSample	SAMN25345901		synonym	phs002504
phs002504::SAMN25345902		phs002504::HM5187	BioSample	SAMN25345902		synonym	phs002504
phs002504::SAMN25345903		phs002504::HM4684	BioSample	SAMN25345903		synonym	phs002504
phs002504::SAMN25345904		phs002504::6LU2907	BioSample	SAMN25345904		synonym	phs002504
phs002504::SAMN25345905		phs002504::SJJMML309D	BioSample	SAMN25345905		synonym	phs002504
phs002504::SAMN25345906		phs002504::SJJMML0906R	BioSample	SAMN25345906		synonym	phs002504
phs002504::SAMN25345907		phs002504::SJJMML289D	BioSample	SAMN25345907		synonym	phs002504
phs002504::SAMN25345908		phs002504::6LU1906	BioSample	SAMN25345908		synonym	phs002504
phs002504::SAMN25345909		phs002504::HM0548	BioSample	SAMN25345909		synonym	phs002504
phs002504::SAMN25345910		phs002504::SJJMML246D	BioSample	SAMN25345910		synonym	phs002504
