file_id	file_name	file_type	file_size	md5sum	file_url_in_cds	experimental_strategy_and_data_subtypes	submission_version	type	sample.sample_id	study.phs_accession	participant.study_participant_id
dg.4DFC/37cff462-503b-4f46-ae1a-e9c9d42927c6	11356X1_150206_D00294_0159_AC6KAYANXX_1_1.txt.gz	TXT	2619521242	17c5399cbb1d42059eeddc90fa43cfbe	s3://cds-207-phs001787/11356X1_150206_D00294_0159_AC6KAYANXX_1_1.txt.gz	WXS	phs001787.v1.p1	file	11356X1_159_1_DNA	phs001787	phs001787_10218
dg.4DFC/d2b35a81-81fa-43cc-8695-0a9faf9452f1	11356X1_150206_D00294_0159_AC6KAYANXX_1_2.txt.gz	TXT	2623353961	e6803b9702ca517f384499987d5a0156	s3://cds-207-phs001787/11356X1_150206_D00294_0159_AC6KAYANXX_1_2.txt.gz	WXS	phs001787.v1.p1	file	11356X1_159_1_DNA	phs001787	phs001787_10218
dg.4DFC/10c6c75a-0873-478c-bf32-cf7e7c2c978f	11356X1_150206_D00294_0159_AC6KAYANXX_2_2.txt.gz	TXT	2606034498	d4859bc3f9f40e5913f48dff4f797b63	s3://cds-207-phs001787/11356X1_150206_D00294_0159_AC6KAYANXX_2_2.txt.gz	WXS	phs001787.v1.p1	file	11356X1_159_2_DNA	phs001787	phs001787_10218
dg.4DFC/711d0c47-0124-42b9-ab69-890177e0cd46	11356X1_150206_D00294_0159_AC6KAYANXX_2_1.txt.gz	TXT	2643172684	fbf17ee6507343ad9db23973748837cb	s3://cds-207-phs001787/11356X1_150206_D00294_0159_AC6KAYANXX_2_1.txt.gz	WXS	phs001787.v1.p1	file	11356X1_159_2_DNA	phs001787	phs001787_10218
dg.4DFC/d7839cc7-66c6-41da-adb4-ba09f47c01a9	11356X1_150306_D00294_0171_AC6BPJANXX_2_1.txt.gz	TXT	5958127612	3a740b547e11c0486e04a7de79ed93d1	s3://cds-207-phs001787/11356X1_150306_D00294_0171_AC6BPJANXX_2_1.txt.gz	WXS	phs001787.v1.p1	file	11356X1_171_2_DNA	phs001787	phs001787_10218
dg.4DFC/86e89457-74b7-4815-93cf-553659a913bf	11356X1_150306_D00294_0171_AC6BPJANXX_2_2.txt.gz	TXT	5898193964	a8da5a988ebc83b204d6e79dac2f49ca	s3://cds-207-phs001787/11356X1_150306_D00294_0171_AC6BPJANXX_2_2.txt.gz	WXS	phs001787.v1.p1	file	11356X1_171_2_DNA	phs001787	phs001787_10218
dg.4DFC/bf26c066-c59c-4c33-9379-8a6c7c0ab0e3	10349.bam	BAM	19257061976	b05c91e92da8c33cd9e424543019af9b	s3://cds-207-phs001787/10349.bam	WXS	phs001787.v1.p1	file	122984_DNA	phs001787	phs001787_10349
dg.4DFC/e592b319-1dc9-4f5b-9122-cb7c195f3fcb	10349.bai	BAI	7297280	ebe8aa613cdfdcf335fe161f12e28ec8	s3://cds-207-phs001787/10349.bai	WXS	phs001787.v1.p1	file	122984_DNA	phs001787	phs001787_10349
dg.4DFC/fe5288ec-e4f2-4545-a212-5e6276111ab0	10281X13_130801_700179R_0435_AC2BGVACXX_6_2.txt.gz	TXT	2847867337	2f1f444408e0e4b1c1c5baf4c2198828	s3://cds-207-phs001787/10281X13_130801_700179R_0435_AC2BGVACXX_6_2.txt.gz	WXS	phs001787.v1.p1	file	10281X13_435_6_DNA	phs001787	phs001787_10349
dg.4DFC/1bf2ed73-8cc1-4396-b975-2b934688f939	10281X13_130801_700179R_0435_AC2BGVACXX_6_1.txt.gz	TXT	2905169848	4c0769ff871abf8e4465e515a2b56f55	s3://cds-207-phs001787/10281X13_130801_700179R_0435_AC2BGVACXX_6_1.txt.gz	WXS	phs001787.v1.p1	file	10281X13_435_6_DNA	phs001787	phs001787_10349
dg.4DFC/76d5842c-ba7d-4173-8b4c-b30694db1930	10281X13_131211_SN141_0746_AC37WGACXX_3_1.txt.gz	TXT	2742282109	8449ffa053e30a1de51d4b44b433d2fe	s3://cds-207-phs001787/10281X13_131211_SN141_0746_AC37WGACXX_3_1.txt.gz	WXS	phs001787.v1.p1	file	10281X13_746_3_DNA	phs001787	phs001787_10349
dg.4DFC/1ce38c70-ccf8-4461-aa81-b8403c5e189a	10281X13_131211_SN141_0746_AC37WGACXX_3_2.txt.gz	TXT	2766432054	cb094b227bf6e9fc1a4e3f36ab3090a8	s3://cds-207-phs001787/10281X13_131211_SN141_0746_AC37WGACXX_3_2.txt.gz	WXS	phs001787.v1.p1	file	10281X13_746_3_DNA	phs001787	phs001787_10349
dg.4DFC/160df2db-3693-4252-8c12-d0da12f5285f	10429.bam	BAM	34092287681	1b625d73f7b530b8122fac9a6209191a	s3://cds-207-phs001787/10429.bam	WXS	phs001787.v1.p1	file	131132_DNA	phs001787	phs001787_10429
dg.4DFC/88311322-d258-4a20-8549-316ef8dcc4f2	10429.bai	BAI	7863040	97ea367091b0734b27cc1ee03c6c5aec	s3://cds-207-phs001787/10429.bai	WXS	phs001787.v1.p1	file	131132_DNA	phs001787	phs001787_10429
dg.4DFC/b29dd606-c72c-4900-97e1-1cda2eb4a0e1	10281X4_130801_700179R_0435_AC2BGVACXX_4_2.txt.gz	TXT	3153428239	21bcaea46ded773fa0a2fe7a39cfcc6b	s3://cds-207-phs001787/10281X4_130801_700179R_0435_AC2BGVACXX_4_2.txt.gz	WXS	phs001787.v1.p1	file	10281X4_435_4_DNA	phs001787	phs001787_10429
dg.4DFC/b5a5069c-7b82-4f37-8a1c-b589c635d34c	10281X4_130801_700179R_0435_AC2BGVACXX_4_1.txt.gz	TXT	3196621886	79b5a4ee364fa690d078816f92ec1d15	s3://cds-207-phs001787/10281X4_130801_700179R_0435_AC2BGVACXX_4_1.txt.gz	WXS	phs001787.v1.p1	file	10281X4_435_4_DNA	phs001787	phs001787_10429
dg.4DFC/c3c75c18-f29b-402f-b5bb-14fa149f5b59	10281X4_130821_700179R_0443_BC2D7DACXX_3_2.txt.gz	TXT	3453105505	83c637e75ed4cf16094285bc892ee461	s3://cds-207-phs001787/10281X4_130821_700179R_0443_BC2D7DACXX_3_2.txt.gz	WXS	phs001787.v1.p1	file	10281X4_443_3_DNA	phs001787	phs001787_10429
dg.4DFC/de1591b6-8c0d-4b48-b26b-11a6632abad1	10281X4_130821_700179R_0443_BC2D7DACXX_3_1.txt.gz	TXT	3446997361	9271ecd732ec59b2caf48c49f2e35d65	s3://cds-207-phs001787/10281X4_130821_700179R_0443_BC2D7DACXX_3_1.txt.gz	WXS	phs001787.v1.p1	file	10281X4_443_3_DNA	phs001787	phs001787_10429
dg.4DFC/002d530f-422b-4f91-b815-0bc7905f5bb5	10281X4_131211_SN141_0746_AC37WGACXX_1_2.txt.gz	TXT	3174879351	1fad6343e51e8f0652660d1ccc0ea7b6	s3://cds-207-phs001787/10281X4_131211_SN141_0746_AC37WGACXX_1_2.txt.gz	WXS	phs001787.v1.p1	file	10281X4_746_1_DNA	phs001787	phs001787_10429
dg.4DFC/b4f72dbd-1945-4f83-a613-e4b386b436bb	10281X4_131211_SN141_0746_AC37WGACXX_1_1.txt.gz	TXT	3136160509	59d605850817c02d84c0c9559e067606	s3://cds-207-phs001787/10281X4_131211_SN141_0746_AC37WGACXX_1_1.txt.gz	WXS	phs001787.v1.p1	file	10281X4_746_1_DNA	phs001787	phs001787_10429
dg.4DFC/e0302a5c-5621-4ab1-ab91-289ed64492ad	10539.bai	BAI	7267168	000d9f536483e6daaadab5fafd39701d	s3://cds-207-phs001787/10539.bai	WXS	phs001787.v1.p1	file	134747_DNA	phs001787	phs001787_10539
dg.4DFC/232af3db-9d17-4f35-91ad-e4786491e526	10539.bam	BAM	21800331433	28ec952d7cb453a1acc80b03da39a61c	s3://cds-207-phs001787/10539.bam	WXS	phs001787.v1.p1	file	134747_DNA	phs001787	phs001787_10539
dg.4DFC/e77556cd-1046-4205-b702-3bdfb4696884	10281X14_130801_700179R_0435_AC2BGVACXX_6_1.txt.gz	TXT	3075472986	4c44eac7007f53d19fea1e14472d4e0b	s3://cds-207-phs001787/10281X14_130801_700179R_0435_AC2BGVACXX_6_1.txt.gz	WXS	phs001787.v1.p1	file	10281X14_435_6_DNA	phs001787	phs001787_10539
dg.4DFC/ddd5265f-c876-4ac1-9551-e8d19d120926	10281X14_130801_700179R_0435_AC2BGVACXX_6_2.txt.gz	TXT	3030452128	c1f9b9c84f418ea4e3df302ca7b1382e	s3://cds-207-phs001787/10281X14_130801_700179R_0435_AC2BGVACXX_6_2.txt.gz	WXS	phs001787.v1.p1	file	10281X14_435_6_DNA	phs001787	phs001787_10539
dg.4DFC/44969da3-1dad-49ce-be79-7c3d63f4c720	10281X14_131211_SN141_0746_AC37WGACXX_3_2.txt.gz	TXT	3133783431	b8fd8a03bdaf62e6ab9a3534efed1b0c	s3://cds-207-phs001787/10281X14_131211_SN141_0746_AC37WGACXX_3_2.txt.gz	WXS	phs001787.v1.p1	file	10281X14_746_3_DNA	phs001787	phs001787_10539
dg.4DFC/c3ce474d-c001-401d-8438-53a3d1ffd729	10281X14_131211_SN141_0746_AC37WGACXX_3_1.txt.gz	TXT	3099212320	d945a870058b298a4d1c6e2eab979d4c	s3://cds-207-phs001787/10281X14_131211_SN141_0746_AC37WGACXX_3_1.txt.gz	WXS	phs001787.v1.p1	file	10281X14_746_3_DNA	phs001787	phs001787_10539
dg.4DFC/24d399c3-e549-464b-90b6-5e584e715f1b	10611.bai	BAI	7520008	6325610b6210724b3ef3c22d82f5a45d	s3://cds-207-phs001787/10611.bai	WXS	phs001787.v1.p1	file	139324_DNA	phs001787	phs001787_10611
dg.4DFC/e09f4993-a80b-491f-836c-a13c1d522bdc	10611.bam	BAM	28178238571	9a99605eec2b495bada606798f19524d	s3://cds-207-phs001787/10611.bam	WXS	phs001787.v1.p1	file	139324_DNA	phs001787	phs001787_10611
dg.4DFC/eb08a89b-d0ca-47b8-8e11-bf9d0268a0b4	10281X15_130801_700179R_0435_AC2BGVACXX_6_2.txt.gz	TXT	4324393036	26cd2a71f244521d0f4df1b47e04420a	s3://cds-207-phs001787/10281X15_130801_700179R_0435_AC2BGVACXX_6_2.txt.gz	WXS	phs001787.v1.p1	file	10281X15_435_6_DNA	phs001787	phs001787_10611
dg.4DFC/463ed67a-bd56-4469-9299-59a766250491	10281X15_130801_700179R_0435_AC2BGVACXX_6_1.txt.gz	TXT	4386338007	96bb4345b8fda4df8c76084579952df0	s3://cds-207-phs001787/10281X15_130801_700179R_0435_AC2BGVACXX_6_1.txt.gz	WXS	phs001787.v1.p1	file	10281X15_435_6_DNA	phs001787	phs001787_10611
dg.4DFC/f70d1eb9-aa90-4a92-b546-cf3db35eb6e1	10281X15_131211_SN141_0746_AC37WGACXX_3_1.txt.gz	TXT	3876419703	706526d5d941759d809d224462adc65e	s3://cds-207-phs001787/10281X15_131211_SN141_0746_AC37WGACXX_3_1.txt.gz	WXS	phs001787.v1.p1	file	10281X15_746_3_DNA	phs001787	phs001787_10611
dg.4DFC/bbf2b113-0375-4410-90bc-22aed57c0665	10281X15_131211_SN141_0746_AC37WGACXX_3_2.txt.gz	TXT	3921314035	f5d18e16584245579f83adb407dc50ea	s3://cds-207-phs001787/10281X15_131211_SN141_0746_AC37WGACXX_3_2.txt.gz	WXS	phs001787.v1.p1	file	10281X15_746_3_DNA	phs001787	phs001787_10611
dg.4DFC/6064e2ca-480a-47a2-a078-8601f1c14eee	10736.bai	BAI	6652152	8119afaace7c746d2de6ae6d806201b8	s3://cds-207-phs001787/10736.bai	WXS	phs001787.v1.p1	file	140873_DNA	phs001787	phs001787_10736
dg.4DFC/0290ad6a-54b7-447b-89a3-6b9a8f80bdd0	10736.bam	BAM	20581180320	8cbb7b22859aa2320d0fa60d6ff6d7cd	s3://cds-207-phs001787/10736.bam	WXS	phs001787.v1.p1	file	140873_DNA	phs001787	phs001787_10736
dg.4DFC/f3c938e7-7ad1-424c-8302-28d5dfe1a2da	10281X11_130801_700179R_0435_AC2BGVACXX_5_1.txt.gz	TXT	3110441337	a20b50ae0f759027d5e5e587c000e637	s3://cds-207-phs001787/10281X11_130801_700179R_0435_AC2BGVACXX_5_1.txt.gz	WXS	phs001787.v1.p1	file	10281X11_435_5_DNA	phs001787	phs001787_10736
dg.4DFC/61ea6a99-f96e-4b77-9767-cce07cec9ab6	10281X11_130801_700179R_0435_AC2BGVACXX_5_2.txt.gz	TXT	3060391746	bf6dfcf344c8447e51ccfe46fba12a85	s3://cds-207-phs001787/10281X11_130801_700179R_0435_AC2BGVACXX_5_2.txt.gz	WXS	phs001787.v1.p1	file	10281X11_435_5_DNA	phs001787	phs001787_10736
dg.4DFC/ee765676-0fda-4fd0-98fd-69accebbd150	10281X11_131211_SN141_0746_AC37WGACXX_2_1.txt.gz	TXT	2920424076	4e6f0fc3d4a85e7bf4802c124acd90a0	s3://cds-207-phs001787/10281X11_131211_SN141_0746_AC37WGACXX_2_1.txt.gz	WXS	phs001787.v1.p1	file	10281X11_746_2_DNA	phs001787	phs001787_10736
dg.4DFC/9a6f840a-6221-46b7-9399-2df1df012137	10281X11_131211_SN141_0746_AC37WGACXX_2_2.txt.gz	TXT	2956678909	727f70e0614ea49969a62f1c8bbecfa5	s3://cds-207-phs001787/10281X11_131211_SN141_0746_AC37WGACXX_2_2.txt.gz	WXS	phs001787.v1.p1	file	10281X11_746_2_DNA	phs001787	phs001787_10736
dg.4DFC/a3a6a9a9-147e-4c2e-bb98-475f63e84a84	10831.bam	BAM	35539611294	2821249cc8fb5677480d29044dcfbf00	s3://cds-207-phs001787/10831.bam	WXS	phs001787.v1.p1	file	154229_DNA	phs001787	phs001787_10831
dg.4DFC/84520de7-73d2-4936-b8e1-2178cdedbbc4	10831.bai	BAI	7640968	b3e877816d4133aa6acd0ec6690e90c2	s3://cds-207-phs001787/10831.bai	WXS	phs001787.v1.p1	file	154229_DNA	phs001787	phs001787_10831
dg.4DFC/effb4f2b-fe63-45b4-b0cb-315ed9139a07	10281X17_130801_700179R_0435_AC2BGVACXX_6_2.txt.gz	TXT	2790065253	076830b202c63b7994533d7cd818ec6d	s3://cds-207-phs001787/10281X17_130801_700179R_0435_AC2BGVACXX_6_2.txt.gz	WXS	phs001787.v1.p1	file	10281X17_435_6_DNA	phs001787	phs001787_10831
dg.4DFC/54bb4dd1-8347-4f62-9966-05a300047b87	10281X17_130801_700179R_0435_AC2BGVACXX_6_1.txt.gz	TXT	2853355459	bf55e59bf1a150b9eb8afbea5ba06ae0	s3://cds-207-phs001787/10281X17_130801_700179R_0435_AC2BGVACXX_6_1.txt.gz	WXS	phs001787.v1.p1	file	10281X17_435_6_DNA	phs001787	phs001787_10831
dg.4DFC/e8790d4e-c23f-44d9-9e1e-5dc64c186c1b	10281X17_131211_SN141_0746_AC37WGACXX_3_1.txt.gz	TXT	2535179254	7b5e92c4b3c015701cea0d14d3403f48	s3://cds-207-phs001787/10281X17_131211_SN141_0746_AC37WGACXX_3_1.txt.gz	WXS	phs001787.v1.p1	file	10281X17_746_3_DNA	phs001787	phs001787_10831
dg.4DFC/f5a58067-bb08-4e13-a1d0-b975c210b935	10281X17_131211_SN141_0746_AC37WGACXX_3_2.txt.gz	TXT	2548564265	d382aaef467fb2a6b6ba317a8425ad22	s3://cds-207-phs001787/10281X17_131211_SN141_0746_AC37WGACXX_3_2.txt.gz	WXS	phs001787.v1.p1	file	10281X17_746_3_DNA	phs001787	phs001787_10831
dg.4DFC/f6327932-17d4-4eb0-b85f-14a3de0da422	11511X3_150508_D00550_0253_AC6GKCANXX_5_1.txt.gz	TXT	5178254767	7e32f7d5670e4755ea52c39bc854ca1b	s3://cds-207-phs001787/11511X3_150508_D00550_0253_AC6GKCANXX_5_1.txt.gz	WXS	phs001787.v1.p1	file	11511X5_253_5_DNA	phs001787	phs001787_10831
dg.4DFC/57588b1d-942a-41e6-84c2-164cb4857f7d	11511X3_150508_D00550_0253_AC6GKCANXX_5_2.txt.gz	TXT	5275627463	c7ffa4be5437f6d300916dbaf340b757	s3://cds-207-phs001787/11511X3_150508_D00550_0253_AC6GKCANXX_5_2.txt.gz	WXS	phs001787.v1.p1	file	11511X5_253_5_DNA	phs001787	phs001787_10831
dg.4DFC/973616a8-f5b0-427d-9dbd-732751492c0e	10922.bai	BAI	7330440	937d82233a6f711fc80ecfe051412e6b	s3://cds-207-phs001787/10922.bai	WXS	phs001787.v1.p1	file	161262_DNA	phs001787	phs001787_10922
dg.4DFC/dde66c9a-62f0-40d8-896a-e96edaf55939	10922.bam	BAM	26616998480	99adc9cf0e9136da3c8f9017ebfc78b1	s3://cds-207-phs001787/10922.bam	WXS	phs001787.v1.p1	file	161262_DNA	phs001787	phs001787_10922
dg.4DFC/b95c5689-23e0-46c5-9bf3-9c36d122faeb	10281X6_130801_700179R_0435_AC2BGVACXX_4_1.txt.gz	TXT	2052901929	0b306f37f0169272450f68abd04ff2dc	s3://cds-207-phs001787/10281X6_130801_700179R_0435_AC2BGVACXX_4_1.txt.gz	WXS	phs001787.v1.p1	file	10281X6_435_4_DNA	phs001787	phs001787_10922
dg.4DFC/88d58eb0-ad72-465d-b21f-eb51c13ff67a	10281X6_130801_700179R_0435_AC2BGVACXX_4_2.txt.gz	TXT	2022373877	52d84cd217e8e0f45858e56ba4b70714	s3://cds-207-phs001787/10281X6_130801_700179R_0435_AC2BGVACXX_4_2.txt.gz	WXS	phs001787.v1.p1	file	10281X6_435_4_DNA	phs001787	phs001787_10922
dg.4DFC/0a55f34e-9aea-4b6a-9b6f-f45f58771cdd	10281X6_130821_700179R_0443_BC2D7DACXX_3_2.txt.gz	TXT	2200906034	871403fc12b0369543a9ea75c3678943	s3://cds-207-phs001787/10281X6_130821_700179R_0443_BC2D7DACXX_3_2.txt.gz	WXS	phs001787.v1.p1	file	10281X6_443_3_DNA	phs001787	phs001787_10922
dg.4DFC/83092104-bbfc-4f60-a7e3-823e756410fa	10281X6_130821_700179R_0443_BC2D7DACXX_3_1.txt.gz	TXT	2200250220	888462dcbcd524e5997745fcc76838a1	s3://cds-207-phs001787/10281X6_130821_700179R_0443_BC2D7DACXX_3_1.txt.gz	WXS	phs001787.v1.p1	file	10281X6_443_3_DNA	phs001787	phs001787_10922
dg.4DFC/7bb95267-6937-42e5-978b-663e885951a8	10281X6_131211_SN141_0746_AC37WGACXX_1_1.txt.gz	TXT	2000797428	17cf5e94bd7d67cc3bd58744b75cece0	s3://cds-207-phs001787/10281X6_131211_SN141_0746_AC37WGACXX_1_1.txt.gz	WXS	phs001787.v1.p1	file	10281X6_746_1_DNA	phs001787	phs001787_10922
dg.4DFC/dc8ff13f-2a08-4211-9e4c-2a361b805015	10281X6_131211_SN141_0746_AC37WGACXX_1_2.txt.gz	TXT	2021605069	de67ab041162334fed6aacd8dd5a046b	s3://cds-207-phs001787/10281X6_131211_SN141_0746_AC37WGACXX_1_2.txt.gz	WXS	phs001787.v1.p1	file	10281X6_746_1_DNA	phs001787	phs001787_10922
dg.4DFC/9bd783a2-eddd-466f-96c5-7d6cb76e1971	11009X2_140725_D00294_0118_BC58A6ANXX_1_1.txt.gz	TXT	969479397	7564bd28a88476f2c9a89bc4e9e041be	s3://cds-207-phs001787/11009X2_140725_D00294_0118_BC58A6ANXX_1_1.txt.gz	WXS	phs001787.v1.p1	file	11009X2_118_1_DNA	phs001787	phs001787_10922
dg.4DFC/4ae4ad97-3a36-4af1-a17e-cb83362fe4a1	11009X2_140725_D00294_0118_BC58A6ANXX_1_2.txt.gz	TXT	975370582	e2a04285aa1dfd12c3b3f74606dd0c02	s3://cds-207-phs001787/11009X2_140725_D00294_0118_BC58A6ANXX_1_2.txt.gz	WXS	phs001787.v1.p1	file	11009X2_118_1_DNA	phs001787	phs001787_10922
dg.4DFC/a3b32978-b2f4-494a-8245-8d8a5eceb64d	11040.bam	BAM	16225149471	027a0553250c16a7d0af22b81456afed	s3://cds-207-phs001787/11040.bam	WXS	phs001787.v1.p1	file	171308_DNA	phs001787	phs001787_11040
dg.4DFC/60dd5b6d-3481-4f47-8a2f-442499edba90	11040.bai	BAI	7072096	de864dde5ef812be4a984ab3581900d2	s3://cds-207-phs001787/11040.bai	WXS	phs001787.v1.p1	file	171308_DNA	phs001787	phs001787_11040
dg.4DFC/34d98615-9fec-4a94-9eb5-f561ada849c4	10294X2_130802_700179R_0436_BD2D25ACXX_2_2.txt.gz	TXT	2471752412	0093bdd8bef3c74dfa90b6f21e31d962	s3://cds-207-phs001787/10294X2_130802_700179R_0436_BD2D25ACXX_2_2.txt.gz	WXS	phs001787.v1.p1	file	10294X2_436_2_DNA	phs001787	phs001787_11040
dg.4DFC/96c4aedf-1a7f-4f4b-b45c-fb6c3af32224	10294X2_130802_700179R_0436_BD2D25ACXX_2_1.txt.gz	TXT	2482816452	e1989e390fa5f78a5a4acc9c3b19593c	s3://cds-207-phs001787/10294X2_130802_700179R_0436_BD2D25ACXX_2_1.txt.gz	WXS	phs001787.v1.p1	file	10294X2_436_2_DNA	phs001787	phs001787_11040
dg.4DFC/975ad719-037a-4fb9-8113-f0d73ef7920c	10294X2_131211_SN141_0746_AC37WGACXX_4_1.txt.gz	TXT	2381505817	806f491ea2197522be356af5fccd6e97	s3://cds-207-phs001787/10294X2_131211_SN141_0746_AC37WGACXX_4_1.txt.gz	WXS	phs001787.v1.p1	file	10294X2_746_4_DNA	phs001787	phs001787_11040
